"Id","ProcessName","Path","CPU","WorkingSet"
"22232","ShellExperienceHost","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","16,078125","39698432"
"29764","ShellHost","C:\Windows\System32\ShellHost.exe","0,171875","47218688"
"7364","sihost","C:\WINDOWS\system32\sihost.exe","31,53125","21057536"
"656","smss",,,"237568"
"4196","spoolsv",,,"4988928"
"9232","StartMenuExperienceHost","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","107,40625","63963136"
"1272","svchost",,,"15413248"
"1504","svchost",,,"24027136"
"1632","svchost",,,"16789504"
"1692","svchost",,,"3862528"
"1924","svchost",,,"2187264"
"1948","svchost",,,"905216"
"1980","svchost",,,"2138112"
"1992","svchost",,,"18685952"
"2000","svchost",,,"1978368"
"2020","svchost",,,"6369280"
"2024","svchost",,,"3502080"
"2096","svchost",,,"5992448"
"2104","svchost",,,"9330688"
"2112","svchost",,,"5488640"
"2124","svchost",,,"6950912"
"2256","svchost",,,"15929344"
"2272","svchost",,,"4124672"
"2276","svchost",,,"5169152"
"2296","svchost",,,"1302528"
"2304","svchost",,,"2318336"
"2440","svchost",,,"5431296"
"2468","svchost",,,"3657728"
"2720","svchost",,,"6995968"
"2848","svchost",,,"11198464"
"2880","svchost",,,"5836800"
"3064","svchost",,,"6316032"
"3196","svchost",,,"6852608"
"3204","svchost",,,"5066752"
"3264","svchost",,,"1515520"
"3284","svchost",,,"1118208"
"3392","svchost",,,"9289728"
"3416","svchost",,,"1585152"
"3524","svchost",,,"4489216"
"3596","svchost",,,"1978368"
"3692","svchost",,,"3735552"
"3696","svchost",,,"3022848"
"3704","svchost",,,"2465792"
"3732","svchost",,,"1945600"
"3888","svchost",,,"9101312"
"3948","svchost",,,"3416064"
"4060","svchost",,,"19267584"
"4116","svchost",,,"7372800"
"4240","svchost",,,"18812928"
"4272","svchost",,,"3018752"
"4380","svchost",,,"12500992"
"4472","svchost",,,"28250112"
"4496","svchost",,,"26312704"
"4556","svchost",,,"6438912"
"4656","svchost",,,"1269760"
"4680","svchost",,,"5992448"
"4700","svchost",,,"4194304"
"4732","svchost",,,"512000"
"4780","svchost",,,"12070912"
"4804","svchost",,,"15839232"
"5572","svchost",,,"2142208"
"5880","svchost",,,"12414976"
"5964","svchost",,,"2174976"
"5992","svchost",,,"5890048"
"6124","svchost",,,"1712128"
"6668","svchost",,,"14049280"
"6796","svchost",,,"1892352"
"6848","svchost",,,"1118208"
"6928","svchost",,,"1900544"
"7120","svchost",,,"5165056"
"7320","svchost",,,"6057984"
"7448","svchost","C:\WINDOWS\system32\svchost.exe","0,328125","1810432"
"7460","svchost","C:\WINDOWS\system32\svchost.exe","7,671875","15556608"
"7568","svchost","C:\WINDOWS\system32\svchost.exe","0,078125","1048576"
"7592","svchost",,,"6623232"
"7616","svchost","C:\WINDOWS\system32\svchost.exe","17,15625","19111936"
"7808","svchost",,,"13336576"
"7920","svchost","C:\WINDOWS\System32\svchost.exe","1,15625","2846720"
"8260","svchost",,,"3182592"
"8264","svchost",,,"7716864"
"8356","svchost",,,"4210688"
"8436","svchost","C:\WINDOWS\system32\svchost.exe","4,6875","17891328"
"8568","svchost",,,"24018944"
"8884","svchost",,,"9408512"
"9068","svchost",,,"2498560"
"9360","svchost",,,"18972672"
"9560","svchost","C:\WINDOWS\system32\svchost.exe","0,828125","8376320"
"11400","svchost",,,"4325376"
"11612","svchost","C:\WINDOWS\system32\svchost.exe","1,703125","6893568"
"13208","svchost","C:\WINDOWS\system32\svchost.exe","0,625","5468160"
"13964","svchost",,,"4939776"
"14920","svchost",,,"5181440"
"15872","svchost",,,"6819840"
"16988","svchost",,,"5922816"
"18028","svchost",,,"20557824"
"19020","svchost",,,"9789440"
"19696","svchost",,,"8286208"
"25640","svchost",,,"3149824"
"30316","svchost",,,"2523136"
"4","System",,,"1740800"
"13512","SystemSettings","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","53,890625","15847424"
"8000","taskhostw","C:\WINDOWS\system32\taskhostw.exe","7,78125","9940992"
"26900","taskhostw",,"1,453125","13369344"
"1336","Taskmgr",,"3343,484375","82608128"
"13004","Telegram","C:\Telegram Desktop1\Telegram.exe","424,640625","111415296"
"12680","TextInputHost","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe","44,5625","106762240"
"20936","unsecapp",,,"2371584"
"4876","UserOOBEBroker","C:\Windows\System32\oobe\UserOOBEBroker.exe","0,109375","1417216"
"9488","Widgets","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe","21,09375","42373120"
"9916","WidgetService","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe","1,59375","3158016"
"13120","WindowsTerminal",,"1,0625","73953280"
"17368","WindowsTerminal","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","249,625","20672512"
"1196","wininit",,,"466944"
"1300","winlogon",,,"2154496"
"4840","wlanext",,,"1548288"
"13036","WmiPrvSE",,,"5877760"
"4892","wslservice",,,"4362240"
"3384","WUDFHost",,,"5181440"
